Task,T5828
Scope 1/1, Sample 1/29 (Junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.1315,19,-29.2,22.7,0.0075,,
0.1390,20,-27.7,22.7,0.0075,,
0.1475,21,-26.0,22.7,0.0085,,
0.1560,22,-24.2,22.7,0.0075,,
0.1645,23,-22.6,22.7,0.0075,,
0.1725,24,-20.9,22.7,0.0075,,
0.1810,25,-19.3,22.7,0.0075,,
0.1885,26,-18.0,22.7,0.0075,,
0.1970,27,-16.7,22.7,0.0085,,
0.2055,28,-15.3,22.7,0.0085,,
0.2140,29,-14.0,22.7,0.0075,,
0.2225,30,-12.7,22.7,0.0075,,
0.2310,31,-11.4,22.7,0.0075,,
0.2385,32,-10.3,22.7,0.0075,,
0.2470,33,-9.3,22.7,0.0085,,
0.2550,34,-8.3,22.7,0.0080,,
0.2635,35,-7.1,22.7,0.0075,,
0.2720,36,-6.1,22.7,0.0075,,
0.2805,37,-5.1,22.7,0.0075,,
0.2890,38,-4.1,22.7,0.0085,,
0.2965,39,-2.9,22.7,0.0075,,
0.3050,40,-1.7,22.7,0.0085,,
0.3135,41,-0.5,22.7,0.0075,,
0.3215,42,0.7,22.7,0.0075,,
0.3300,43,0.9,22.7,0.0075,,
0.3385,44,2.2,22.7,0.0075,,
0.3460,45,3.4,22.7,0.0075,,
0.3545,46,4.3,22.7,0.0085,,
0.3630,47,5.1,22.7,0.0085,,
0.3715,48,5.8,22.7,0.0075,,
0.3800,49,6.5,22.7,0.0075,,
0.3885,50,7.3,22.7,0.0075,,
0.3960,51,8.1,22.7,0.0075,,
0.4045,52,9.1,22.7,0.0085,,
0.4125,53,10.2,22.7,0.0080,,
0.4210,54,11.3,22.7,0.0075,,
0.4295,55,12.4,22.7,0.0075,,
0.4380,56,13.4,22.7,0.0075,,
0.4455,57,14.1,22.7,0.0075,,
0.4540,58,15.1,22.7,0.0085,,
0.4625,59,16.0,22.7,0.0085,,
0.4710,60,16.8,22.7,0.0075,,
0.4795,61,17.8,22.7,0.0075,,
0.4875,62,18.6,22.7,0.0075,,
0.4955,63,19.4,22.7,0.0080,,
0.5035,64,20.2,22.7,0.0080,,
0.5120,65,21.1,22.7,0.0085,,
0.5205,66,22.1,22.7,0.0075,,
0.5290,67,22.9,22.7,0.0075,,
0.5375,68,23.7,22.7,0.0075,,
0.5450,69,24.5,22.7,0.0075,,
0.5535,70,25.3,22.7,0.0085,,
0.5620,71,26.2,22.7,0.0085,,
0.5705,72,27.0,22.7,0.0075,,
0.5785,73,27.9,22.7,0.0075,,
0.5870,74,28.8,22.7,0.0075,,
0.5945,75,29.7,22.7,0.0075,,
0.6030,76,30.6,22.7,0.0085,,
0.6115,77,31.3,22.7,0.0085,,
0.6200,78,32.1,22.7,0.0075,,
0.6285,79,32.9,22.7,0.0075,,
0.6370,80,33.5,22.7,0.0075,,
0.6450,81,34.2,22.7,0.0075,,
0.6530,82,34.9,22.7,0.0080,,
0.6610,83,35.7,22.7,0.0080,,
0.6695,84,36.6,22.7,0.0085,,
0.6780,85,37.3,22.7,0.0075,,
0.6865,86,38.3,22.7,0.0075,,
0.6950,87,39.2,22.7,0.0075,,
0.7025,88,39.9,22.7,0.0075,,
0.7110,89,40.7,22.7,0.0085,,
0.7195,90,41.5,22.7,0.0085,,
0.7280,91,42.3,22.7,0.0075,,
0.7360,92,43.1,22.7,0.0075,,
0.7445,93,43.8,22.7,0.0075,,
0.7520,94,44.5,22.7,0.0075,,
0.7605,95,45.0,22.7,0.0085,,
0.7690,96,45.8,22.7,0.0085,,
0.7775,97,46.5,22.7,0.0075,,
0.7860,98,47.3,22.7,0.0075,,
0.7945,99,48.1,22.7,0.0075,,
0.8020,100,48.7,22.7,0.0075,,
0.8105,101,49.4,22.7,0.0085,,
0.8190,102,50.1,22.7,0.0085,,
0.8270,103,50.9,22.7,0.0075,,
0.8355,104,51.8,22.7,0.0075,,
0.8440,105,52.5,22.7,0.0075,,
0.8525,106,53.3,22.7,0.0075,,
0.8600,107,54.0,22.7,0.0075,,
0.8685,108,54.8,22.7,0.0085,,
0.8770,109,55.6,22.7,0.0075,,
0.8855,110,56.3,22.7,0.0075,,
0.8935,111,57.2,22.7,0.0075,,
0.9020,112,57.9,22.7,0.0075,,
0.9095,113,58.5,22.7,0.0075,,
0.9180,114,59.2,22.7,0.0085,,
0.9265,115,60.0,22.7,0.0085,,
0.9350,116,60.7,22.7,0.0075,,
0.9435,117,61.5,22.7,0.0075,,
0.9520,118,62.3,22.7,0.0075,,
0.9595,119,62.9,22.7,0.0075,,
0.9680,120,63.7,22.7,0.0085,,
0.9765,121,64.5,22.7,0.0085,,
0.9845,122,65.2,22.7,0.0075,,
0.9930,123,65.8,22.7,0.0075,,
1.0015,124,66.7,22.7,0.0075,,
1.0090,125,67.4,22.7,0.0075,,
1.0175,126,68.2,22.7,0.0085,,
1.0260,127,69.0,22.7,0.0085,,
1.0345,128,69.8,22.7,0.0075,,
1.0430,129,70.7,22.7,0.0075,,
1.0515,130,71.5,22.7,0.0075,,
1.0590,131,72.1,22.7,0.0075,,
1.0675,132,72.9,22.7,0.0085,,
1.0755,133,73.8,22.7,0.0080,,
1.0840,134,74.6,22.7,0.0075,,
1.0925,135,75.6,22.7,0.0075,,
1.1010,136,76.4,22.7,0.0075,,
1.1095,137,77.3,22.7,0.0085,,
1.1170,138,78.2,22.7,0.0075,,
1.1255,139,79.2,22.7,0.0085,,
1.1340,140,80.1,22.7,0.0075,,
1.1420,141,81.1,22.7,0.0075,,
1.1505,142,82.2,22.7,0.0075,,
1.1590,143,83.1,22.7,0.0085,,
1.1665,144,84.2,22.7,0.0075,,
1.1750,145,85.1,22.7,0.0085,,
1.1835,146,86.2,22.7,0.0075,,
1.1920,147,87.2,22.7,0.0075,,
1.2005,148,88.5,22.7,0.0075,,
1.2090,149,89.7,22.7,0.0075,,
1.2165,150,90.7,22.7,0.0075,,
1.2250,151,91.7,22.7,0.0085,,
1.2330,152,93.0,22.7,0.0080,,
1.2415,153,94.2,22.7,0.0075,,
1.2500,154,95.4,22.7,0.0075,,
1.2585,155,97.0,22.7,0.0075,,
1.2660,156,98.4,22.7,0.0075,,
1.2745,157,100.0,22.7,0.0085,,
1.2830,158,101.4,22.7,0.0085,,
1.2915,159,103.1,22.7,0.0075,,
1.2995,160,105.0,22.7,0.0075,,
1.3080,161,107.0,22.7,0.0075,,
1.3160,162,108.4,22.7,0.0080,,
1.3240,163,110.6,22.7,0.0080,,
1.3325,164,112.8,22.7,0.0085,,
1.3410,165,115.1,22.7,0.0075,,
1.3495,166,117.4,22.7,0.0075,,
1.3580,167,120.1,22.7,0.0075,,
1.3655,168,122.4,22.7,0.0075,,
1.3740,169,125.1,22.7,0.0085,,
1.3825,170,127.9,22.7,0.0085,,
1.3910,171,130.8,22.7,0.0075,,
1.3990,172,133.9,22.7,0.0075,,
1.4075,173,137.6,22.7,0.0075,,
1.4150,174,140.8,22.7,0.0075,,
1.4235,175,144.1,22.7,0.0085,,
1.4320,176,147.6,22.7,0.0085,,
1.4405,177,150.8,22.7,0.0075,,
1.4490,178,154.4,22.7,0.0075,,
1.4575,179,157.3,22.7,0.0075,,
1.4655,180,159.8,22.7,0.0080,,
1.4735,181,162.5,22.8,0.0080,,
1.4820,182,165.6,22.7,0.0085,,
1.4900,183,167.9,22.8,0.0075,,
1.4985,184,170.1,22.8,0.0075,,
1.5070,185,172.3,22.7,0.0075,,
1.5155,186,174.1,22.7,0.0085,,
1.5230,187,176.0,22.8,0.0075,,
1.5315,188,177.9,22.8,0.0085,,
1.5400,189,179.6,22.8,0.0075,,
1.5485,190,181.0,22.8,0.0075,,
1.5570,191,182.8,22.8,0.0075,,
1.5645,192,184.0,22.8,0.0075,,
1.5750,193,185.1,22.8,0.0080,,
1.5750,433,188.1,22.8,0.0000,,
1.5755,434,188.0,22.8,0.0005,,
1.5770,435,187.9,22.8,0.0010,,
1.5795,436,188.0,22.8,0.0015,,
1.5840,438,188.2,22.8,0.0030,,
1.5900,438,188.7,22.8,0.0120,,
1.5985,439,189.2,22.8,0.0060,,
1.6060,440,190.2,22.8,0.0055,,
1.6145,441,191.3,22.8,0.0060,,
1.6230,442,192.0,22.8,0.0055,,
1.6315,444,193.2,22.8,0.0055,,
1.6400,444,194.1,22.8,0.0170,,
1.6480,445,195.0,22.8,0.0055,,
1.6560,446,196.0,22.8,0.0055,,
1.6640,447,196.9,22.8,0.0055,,
1.6725,448,197.8,22.8,0.0055,,
1.6810,450,198.5,22.8,0.0055,,
1.6895,450,199.4,22.8,0.0170,,
1.6980,451,200.1,22.8,0.0060,,
1.7055,452,200.8,22.8,0.0055,,
1.7140,453,201.6,22.8,0.0060,,
1.7225,454,202.2,22.8,0.0060,,
1.7310,456,202.9,22.8,0.0055,,
1.7390,456,203.7,22.8,0.0160,,
1.7475,458,204.4,22.8,0.0055,,
1.7550,458,204.9,22.8,0.0185,,
1.7635,459,205.4,22.8,0.0060,,
1.7720,460,206.2,22.8,0.0060,,
1.7805,462,206.8,22.8,0.0055,,
1.7890,462,207.2,22.8,0.0170,,
1.7975,464,207.8,22.8,0.0055,,
1.8050,464,208.4,22.8,0.0185,,
1.8135,465,208.9,22.8,0.0060,,
1.8220,466,209.4,22.8,0.0055,,
1.8300,468,210.1,22.8,0.0055,,
1.8385,468,210.4,22.8,0.0170,,
1.8470,470,211.0,22.8,0.0055,,
1.8545,470,211.4,22.8,0.0185,,
1.8630,471,211.9,22.8,0.0060,,
1.8715,472,212.4,22.8,0.0060,,
1.8800,474,212.8,22.8,0.0055,,
1.8885,474,213.3,22.8,0.0170,,
1.8970,476,213.7,22.8,0.0055,,
1.9045,476,214.2,22.8,0.0190,,
1.9130,477,214.6,22.8,0.0060,,
1.9210,478,215.1,22.8,0.0055,,
1.9295,480,215.5,22.8,0.0055,,
1.9380,480,215.9,22.8,0.0170,,
1.9465,482,216.3,22.8,0.0055,,
1.9540,482,216.6,22.8,0.0185,,
1.9625,483,217.1,22.8,0.0060,,
1.9710,484,217.4,22.8,0.0060,,
1.9795,486,217.9,22.8,0.0055,,
1.9880,486,218.2,22.8,0.0170,,
1.9960,488,218.7,22.8,0.0055,,
2.0040,488,218.9,22.8,0.0200,,
2.0120,489,219.3,22.8,0.0055,,
2.0205,490,219.6,22.8,0.0060,,
2.0290,492,220.0,22.8,0.0055,,
2.0375,492,220.4,22.8,0.0170,,
2.0460,494,220.6,22.8,0.0055,,
2.0545,494,220.8,22.8,0.0170,,
2.0620,495,221.0,22.8,0.0055,,
2.0705,496,221.4,22.8,0.0060,,
2.0785,497,221.8,22.8,0.0055,,
2.0870,498,222.1,22.8,0.0055,,
2.0955,500,222.5,22.8,0.0055,,
2.1040,500,222.8,22.8,0.0170,,
2.1115,501,223.1,22.8,0.0055,,
2.1200,502,223.3,22.8,0.0060,,
2.1285,503,223.7,22.8,0.0060,,
2.1370,504,223.9,22.8,0.0055,,
2.1455,506,224.2,22.8,0.0055,,
2.1535,506,224.4,22.8,0.0160,,
2.1615,507,224.9,22.8,0.0055,,
2.1695,508,225.1,22.8,0.0055,,
2.1780,509,225.4,22.8,0.0060,,
2.1865,510,225.5,22.8,0.0055,,
2.1950,512,225.9,22.8,0.0055,,
2.2035,512,226.3,22.8,0.0170,,
2.2120,513,226.6,22.8,0.0060,,
2.2195,514,226.9,22.8,0.0055,,
2.2280,515,227.2,22.8,0.0060,,
2.2360,516,227.5,22.8,0.0055,,
2.2445,518,227.6,22.8,0.0055,,
2.2530,518,227.9,22.8,0.0170,,
2.2615,519,228.1,22.8,0.0060,,
2.2690,520,228.4,22.8,0.0055,,
2.2775,521,228.5,22.8,0.0060,,
2.2860,522,228.7,22.8,0.0060,,
2.2945,524,228.9,22.8,0.0055,,
2.3025,524,229.1,22.8,0.0160,,
2.3110,526,229.5,22.8,0.0055,,
2.3185,526,229.8,22.8,0.0185,,
2.3270,527,230.0,22.8,0.0060,,
2.3355,528,230.3,22.8,0.0060,,
2.3440,530,230.5,22.8,0.0055,,
2.3525,530,230.7,22.8,0.0170,,
2.3610,532,230.9,22.8,0.0055,,
2.3695,532,231.2,22.8,0.0210,,
2.3770,533,231.4,22.8,0.0055,,
2.3855,534,231.7,22.8,0.0060,,
2.3935,536,231.8,22.8,0.0055,,
2.4020,536,232.0,22.8,0.0170,,
2.4105,538,232.1,22.8,0.0055,,
2.4180,538,232.3,22.8,0.0185,,
2.4265,539,232.6,22.8,0.0060,,
2.4350,540,232.8,22.8,0.0060,,
2.4435,542,233.1,22.8,0.0055,,
2.4520,542,233.3,22.8,0.0170,,
2.4605,544,233.5,22.8,0.0055,,
2.4685,544,233.6,22.8,0.0200,,
2.4765,545,233.7,22.8,0.0055,,
2.4845,546,234.0,22.8,0.0055,,
2.4920,548,234.4,22.8,0.0050,,
2.4935,548,234.5,22.8,0.0030,,
2.4940,550,234.7,22.8,0.0005,,
2.4940,550,234.7,22.8,0.0000,,
2.4950,551,234.6,22.8,0.0005,,
2.4960,552,234.6,22.8,0.0005,,
2.4975,553,234.6,22.8,0.0010,,
2.5000,554,234.7,22.8,0.0015,,
2.5020,556,234.7,22.8,0.0015,,
2.5025,556,234.7,22.8,0.0010,,
2.5035,557,234.7,22.8,0.0005,,
2.5045,558,234.7,22.8,0.0005,,
2.5050,559,234.7,22.8,0.0005,,
2.5060,560,235.0,22.8,0.0005,,
Scope 1/1, Sample 18/29 (PreC_Day1_rerun_Dil6rep1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-61.1,22.7,NaN,,
0.0010,1,-61.2,22.7,0.0010,,
0.0025,2,-61.2,22.7,0.0015,,
0.0050,3,-61.1,22.7,0.0020,,
0.0085,4,-61.1,22.7,0.0030,,
0.0150,5,-61.1,22.7,0.0060,,
0.0230,6,-60.7,22.7,0.0075,,
0.0315,7,-60.4,22.7,0.0075,,
0.0400,8,-59.7,22.7,0.0075,,
0.0485,9,-59.0,22.7,0.0070,,
0.0560,10,-58.2,22.7,0.0070,,
0.0645,11,-57.2,22.7,0.0075,,
0.0730,12,-56.2,22.7,0.0075,,
0.0815,13,-55.2,22.7,0.0075,,
0.0895,14,-54.2,22.7,0.0075,,
0.0980,15,-53.0,22.7,0.0070,,
0.1055,16,-51.9,22.7,0.0070,,
0.1140,17,-50.8,22.7,0.0075,,
0.1225,18,-49.4,22.7,0.0075,,
0.1310,19,-47.8,22.7,0.0075,,
0.1395,20,-46.2,22.7,0.0075,,
0.1480,21,-44.5,22.7,0.0075,,
0.1560,22,-43.1,22.7,0.0075,,
0.1640,23,-41.5,22.7,0.0075,,
0.1720,24,-39.7,22.7,0.0075,,
0.1805,25,-38.0,22.7,0.0075,,
0.1890,26,-36.2,22.7,0.0075,,
0.1975,27,-34.3,22.7,0.0075,,
0.2060,28,-32.6,22.7,0.0075,,
0.2135,29,-30.9,22.7,0.0070,,
0.2220,30,-29.3,22.7,0.0075,,
0.2305,31,-27.7,22.7,0.0075,,
0.2390,32,-26.1,22.7,0.0075,,
0.2470,33,-24.4,22.7,0.0075,,
0.2555,34,-22.9,22.7,0.0075,,
0.2630,35,-21.4,22.7,0.0070,,
0.2715,36,-20.0,22.7,0.0075,,
0.2800,37,-18.7,22.7,0.0075,,
0.2885,38,-17.5,22.7,0.0075,,
0.2970,39,-16.2,22.7,0.0075,,
0.3055,40,-15.0,22.7,0.0075,,
0.3130,41,-13.7,22.7,0.0070,,
0.3215,42,-12.5,22.7,0.0075,,
0.3300,43,-11.2,22.7,0.0075,,
0.3380,44,-10.0,22.7,0.0075,,
0.3465,45,-8.8,22.7,0.0075,,
0.3550,46,-7.8,22.7,0.0075,,
0.3625,47,-6.6,22.7,0.0070,,
0.3710,48,-5.5,22.7,0.0075,,
0.3795,49,-4.1,22.7,0.0075,,
0.3880,50,-2.8,22.7,0.0075,,
0.3965,51,-1.4,22.7,0.0075,,
0.4050,52,-0.1,22.7,0.0070,,
0.4125,53,0.4,22.7,0.0070,,
0.4210,54,1.2,22.7,0.0075,,
0.4295,55,2.7,22.7,0.0075,,
0.4375,56,3.3,22.7,0.0075,,
0.4460,57,4.7,22.7,0.0075,,
0.4545,58,5.6,22.7,0.0075,,
0.4620,59,6.4,22.7,0.0070,,
0.4705,60,7.5,22.7,0.0075,,
0.4790,61,8.7,22.7,0.0075,,
0.4875,62,9.9,22.7,0.0075,,
0.4960,63,11.3,22.7,0.0075,,
0.5040,64,12.3,22.7,0.0075,,
0.5120,65,13.4,22.7,0.0075,,
0.5205,66,14.3,22.7,0.0075,,
0.5285,67,15.5,22.7,0.0075,,
0.5370,68,16.5,22.8,0.0075,,
0.5455,69,17.6,22.7,0.0075,,
0.5540,70,18.5,22.8,0.0075,,
0.5615,71,19.5,22.7,0.0070,,
0.5700,72,20.6,22.7,0.0075,,
0.5785,73,21.5,22.7,0.0075,,
0.5870,74,22.5,22.7,0.0075,,
0.5950,75,23.5,22.7,0.0075,,
0.6035,76,24.5,22.8,0.0070,,
0.6110,77,25.3,22.8,0.0070,,
0.6195,78,26.2,22.8,0.0075,,
0.6280,79,27.1,22.8,0.0075,,
0.6365,80,28.2,22.8,0.0075,,
0.6450,81,29.1,22.8,0.0075,,
0.6535,82,30.1,22.8,0.0075,,
0.6610,83,30.9,22.8,0.0070,,
0.6695,84,32.0,22.8,0.0075,,
0.6780,85,32.9,22.8,0.0075,,
0.6860,86,33.8,22.8,0.0075,,
0.6945,87,34.7,22.8,0.0075,,
0.7030,88,35.7,22.8,0.0075,,
0.7115,89,36.6,22.8,0.0075,,
0.7190,90,37.4,22.8,0.0070,,
0.7275,91,38.3,22.8,0.0075,,
0.7360,92,39.2,22.8,0.0075,,
0.7445,93,40.1,22.8,0.0075,,
0.7530,94,41.0,22.8,0.0075,,
0.7610,95,41.8,22.8,0.0075,,
0.7690,96,42.8,22.8,0.0075,,
0.7770,97,43.8,22.8,0.0075,,
0.7855,98,44.6,22.8,0.0075,,
0.7940,99,45.6,22.8,0.0075,,
0.8025,100,46.5,22.8,0.0075,,
0.8110,101,47.3,22.8,0.0075,,
0.8185,102,48.1,22.8,0.0070,,
0.8270,103,49.0,22.8,0.0075,,
0.8355,104,49.8,22.8,0.0075,,
0.8440,105,50.7,22.8,0.0075,,
0.8520,106,51.5,22.8,0.0075,,
0.8605,107,52.2,22.8,0.0075,,
0.8680,108,53.2,22.8,0.0070,,
0.8765,109,54.1,22.8,0.0075,,
0.8850,110,55.1,22.8,0.0075,,
0.8935,111,56.0,22.8,0.0075,,
0.9020,112,56.9,22.8,0.0075,,
0.9105,113,57.6,22.8,0.0075,,
0.9180,114,58.5,22.8,0.0070,,
0.9265,115,59.4,22.8,0.0075,,
0.9350,116,60.2,22.8,0.0075,,
0.9430,117,61.1,22.8,0.0075,,
0.9515,118,62.0,22.8,0.0075,,
0.9600,119,62.8,22.8,0.0075,,
0.9675,120,63.6,22.8,0.0070,,
0.9760,121,64.4,22.8,0.0075,,
0.9845,122,65.3,22.8,0.0075,,
0.9930,123,66.1,22.8,0.0075,,
1.0015,124,66.9,22.8,0.0075,,
1.0100,125,67.8,22.8,0.0070,,
1.0175,126,68.4,22.8,0.0070,,
1.0260,127,69.4,22.8,0.0075,,
1.0340,128,70.3,22.8,0.0075,,
1.0425,129,71.3,22.8,0.0075,,
1.0510,130,72.4,22.8,0.0075,,
1.0595,131,73.2,22.8,0.0075,,
1.0670,132,73.9,22.8,0.0070,,
1.0755,133,74.9,22.8,0.0075,,
1.0840,134,75.9,22.8,0.0075,,
1.0925,135,77.0,22.8,0.0075,,
1.1005,136,77.9,22.8,0.0075,,
1.1090,137,79.0,22.8,0.0075,,
1.1165,138,79.8,22.8,0.0070,,
1.1250,139,80.9,22.8,0.0075,,
1.1335,140,82.1,22.8,0.0075,,
1.1420,141,83.3,22.8,0.0075,,
1.1505,142,84.6,22.8,0.0075,,
1.1590,143,85.6,22.8,0.0075,,
1.1675,144,86.8,22.8,0.0075,,
1.1750,145,88.0,22.8,0.0070,,
1.1835,146,89.3,22.8,0.0075,,
1.1915,147,90.7,22.8,0.0075,,
1.2000,148,91.9,22.8,0.0075,,
1.2085,149,93.1,22.8,0.0075,,
1.2170,150,94.6,22.8,0.0070,,
1.2245,151,96.0,22.8,0.0070,,
1.2330,152,97.9,22.8,0.0075,,
1.2415,153,99.6,22.8,0.0075,,
1.2500,154,101.3,22.8,0.0075,,
1.2585,155,103.0,22.8,0.0075,,
1.2665,156,104.7,22.8,0.0065,,
1.2745,157,106.4,22.8,0.0075,,
1.2825,158,108.5,22.8,0.0075,,
1.2910,159,111.0,22.8,0.0075,,
1.2995,160,113.3,22.8,0.0075,,
1.3080,161,115.8,22.8,0.0075,,
1.3165,162,118.7,22.8,0.0075,,
1.3240,163,121.7,22.8,0.0070,,
1.3325,164,124.3,22.8,0.0075,,
1.3410,165,127.2,22.8,0.0075,,
1.3495,166,130.4,22.8,0.0075,,
1.3575,167,133.7,22.8,0.0075,,
1.3660,168,137.1,22.8,0.0075,,
1.3735,169,140.4,22.8,0.0070,,
1.3820,170,144.2,22.8,0.0075,,
1.3905,171,148.4,22.8,0.0075,,
1.3990,172,151.8,22.8,0.0075,,
1.4075,173,155.1,22.8,0.0075,,
1.4160,174,158.4,22.8,0.0075,,
1.4235,175,161.1,22.8,0.0070,,
1.4320,176,163.8,22.8,0.0075,,
1.4405,177,166.4,22.8,0.0075,,
1.4485,178,168.4,22.8,0.0075,,
1.4570,179,171.2,22.8,0.0075,,
1.4655,180,173.2,22.8,0.0075,,
1.4730,181,174.7,22.8,0.0070,,
1.4815,182,177.0,22.8,0.0075,,
1.4900,183,178.6,22.8,0.0075,,
1.4985,184,180.3,22.8,0.0075,,
1.5070,185,181.6,22.8,0.0075,,
1.5155,186,183.1,22.8,0.0075,,
1.5230,187,184.2,22.8,0.0070,,
1.5290,188,185.0,22.8,0.0075,,
1.5290,428,188.4,22.8,0.0000,,
1.5295,429,188.4,22.8,0.0005,,
1.5310,430,188.3,22.8,0.0015,,
1.5335,431,188.3,22.8,0.0025,,
1.5380,432,188.4,22.8,0.0045,,
1.5440,433,188.7,22.8,0.0060,,
1.5525,434,189.4,22.8,0.0085,,
1.5600,435,190.2,22.8,0.0085,,
1.5685,436,191.4,22.8,0.0095,,
1.5770,437,192.3,22.8,0.0095,,
1.5855,438,193.3,22.8,0.0085,,
1.5935,439,194.2,22.8,0.0080,,
1.6020,440,195.2,22.8,0.0085,,
1.6095,441,196.0,22.8,0.0085,,
1.6180,442,196.9,22.8,0.0095,,
1.6265,443,197.6,22.8,0.0095,,
1.6350,444,198.5,22.8,0.0085,,
1.6435,445,199.3,22.8,0.0085,,
1.6520,446,200.2,22.8,0.0085,,
1.6595,447,200.9,22.8,0.0085,,
1.6680,448,201.6,22.8,0.0095,,
1.6765,449,202.4,22.8,0.0095,,
1.6845,450,202.9,22.8,0.0080,,
1.6930,451,203.7,22.8,0.0085,,
1.7015,452,204.2,22.8,0.0085,,
1.7100,453,204.6,22.8,0.0085,,
1.7175,454,205.2,22.8,0.0085,,
1.7260,455,205.8,22.8,0.0095,,
1.7345,456,206.4,22.8,0.0095,,
1.7430,457,207.1,22.8,0.0085,,
1.7510,458,207.5,22.8,0.0080,,
1.7595,459,208.2,22.8,0.0085,,
1.7670,460,208.5,22.8,0.0085,,
1.7755,461,209.1,22.8,0.0095,,
1.7840,462,209.6,22.8,0.0095,,
1.7925,463,210.1,22.8,0.0085,,
1.8010,464,210.8,22.8,0.0085,,
1.8095,465,211.2,22.8,0.0085,,
1.8170,466,211.7,22.8,0.0085,,
1.8255,467,212.2,22.8,0.0095,,
1.8340,468,212.6,22.8,0.0095,,
1.8420,469,213.1,22.8,0.0080,,
1.8505,470,213.6,22.8,0.0085,,
1.8590,471,214.1,22.8,0.0085,,
1.8675,472,214.6,22.8,0.0085,,
1.8750,473,214.9,22.8,0.0085,,
1.8835,474,215.2,22.8,0.0095,,
1.8920,475,215.6,22.8,0.0085,,
1.9005,476,216.1,22.8,0.0085,,
1.9090,477,216.6,22.8,0.0085,,
1.9170,478,216.8,22.8,0.0090,,
1.9245,479,217.3,22.8,0.0085,,
1.9330,480,217.5,22.8,0.0095,,
1.9415,481,218.2,22.8,0.0095,,
1.9500,482,218.6,22.8,0.0085,,
1.9585,483,218.9,22.8,0.0085,,
1.9670,484,219.2,22.8,0.0085,,
1.9745,485,219.6,22.8,0.0085,,
1.9830,486,219.8,22.8,0.0095,,
1.9915,487,220.2,22.8,0.0095,,
1.9995,488,220.7,22.8,0.0080,,
2.0080,489,221.0,22.8,0.0085,,
2.0165,490,221.3,22.8,0.0085,,
2.0250,491,221.5,22.8,0.0095,,
2.0325,492,221.9,22.8,0.0085,,
2.0410,493,222.3,22.8,0.0095,,
2.0495,494,222.6,22.8,0.0085,,
2.0580,495,222.9,22.8,0.0085,,
2.0660,496,223.3,22.8,0.0080,,
2.0745,497,223.6,22.8,0.0095,,
2.0820,498,223.8,22.8,0.0085,,
2.0905,499,224.0,22.8,0.0095,,
2.0990,500,224.4,22.8,0.0085,,
2.1075,501,224.7,22.8,0.0085,,
2.1160,502,225.1,22.8,0.0085,,
2.1245,503,225.2,22.8,0.0095,,
2.1320,504,225.6,22.8,0.0085,,
2.1405,505,225.7,22.8,0.0095,,
2.1490,506,225.9,22.8,0.0085,,
2.1570,507,226.1,22.8,0.0080,,
2.1655,508,226.3,22.8,0.0085,,
2.1740,509,226.6,22.8,0.0085,,
2.1815,510,226.9,22.8,0.0085,,
2.1900,511,227.1,22.8,0.0095,,
2.1985,512,227.4,22.8,0.0095,,
2.2070,513,227.7,22.8,0.0085,,
2.2155,514,227.9,22.8,0.0085,,
2.2235,515,228.2,22.8,0.0080,,
2.2315,516,228.4,22.8,0.0090,,
2.2400,517,228.6,22.9,0.0095,,
2.2480,518,228.9,22.9,0.0090,,
2.2565,519,229.2,22.8,0.0085,,
2.2650,520,229.5,22.8,0.0085,,
2.2735,521,229.6,22.9,0.0085,,
2.2810,522,229.9,22.8,0.0085,,
2.2895,523,230.1,22.9,0.0095,,
2.2980,524,230.3,22.8,0.0095,,
2.3065,525,230.7,22.8,0.0085,,
2.3145,526,231.0,22.8,0.0080,,
2.3230,527,231.2,22.8,0.0085,,
2.3305,528,231.5,22.8,0.0085,,
2.3390,529,231.6,22.8,0.0095,,
2.3475,530,231.8,22.9,0.0095,,
2.3560,531,231.8,22.8,0.0085,,
2.3645,532,232.1,22.9,0.0085,,
2.3730,533,232.4,22.9,0.0085,,
2.3805,534,232.7,22.9,0.0085,,
2.3890,535,233.0,22.9,0.0095,,
2.3975,536,233.1,22.9,0.0095,,
2.4055,537,233.4,22.9,0.0080,,
2.4140,538,233.6,22.9,0.0085,,
2.4225,539,233.8,22.9,0.0085,,
2.4310,540,234.0,22.9,0.0095,,
2.4385,541,234.2,22.9,0.0085,,
2.4465,542,234.4,22.9,0.0090,,
2.4505,543,234.5,22.9,0.0040,,
2.4510,544,234.7,22.9,0.0005,,
2.4515,545,234.8,22.9,0.0005,,
2.4515,546,234.8,22.9,0.0000,,
2.4525,547,234.8,22.9,0.0010,,
2.4540,548,234.8,22.9,0.0015,,
2.4560,549,234.7,22.9,0.0020,,
2.4595,550,234.8,22.9,0.0035,,
2.4625,551,235.0,22.9,0.0030,,
2.4635,552,235.0,22.9,0.0015,,
Scope 1/1, Sample 19/29 (PreC_Day1_rerun_Dil6rep2)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-48.4,22.7,NaN,,
0.0005,1,-48.6,22.8,0.0005,,
0.0025,2,-48.7,22.8,0.0020,,
0.0050,3,-48.8,22.8,0.0025,,
0.0090,4,-48.7,22.8,0.0035,,
